country,sex,age,marriage_duration,n_children,n_broughtup_children,education,material_status,religion,religiousity,pension,mrq,kansas,age_at_marriage
Nigeria,male,35,1,0,3,3,2,2.0,7,3,1.5555555555555556,5.666666666666667,34
Nigeria,male,35,1,0,3,5,1,2.0,7,1,1.0,7.0,34
Nigeria,female,40,15,4,2,5,3,2.0,1,1,1.8888888888888888,5.0,25
Nigeria,female,48,14,3,2,5,3,2.0,7,3,3.4444444444444446,2.0,34
Nigeria,female,37,4,1,6,5,1,2.0,2,1,1.3333333333333333,5.666666666666667,33
Nigeria,female,45,9,1,6,5,1,2.0,1,1,1.0,7.0,36
Nigeria,male,54,24,4,5,2,2,2.0,2,4,1.0,7.0,30
Nigeria,female,42,9,2,2,3,1,2.0,4,2,1.2222222222222223,6.666666666666667,33
Nigeria,male,42,6,2,0,5,2,2.0,4,2,1.2222222222222223,6.666666666666667,36
Nigeria,male,42,6,2,2,5,1,2.0,4,2,1.2222222222222223,6.666666666666667,36
Nigeria,female,48,12,4,6,5,2,2.0,4,4,1.3333333333333333,3.6666666666666665,36
Nigeria,male,39,11,1,2,5,1,2.0,6,1,1.1111111111111112,6.333333333333333,28
Nigeria,male,46,22,4,7,5,3,2.0,4,1,1.0,7.0,24
Nigeria,female,34,3,2,3,5,2,2.0,5,3,1.0,7.0,31
Nigeria,female,35,2,1,2,4,1,2.0,7,1,1.0,7.0,33
Nigeria,male,30,5,3,3,5,3,2.0,1,1,1.0,6.666666666666667,25
Nigeria,male,32,6,1,0,5,3,2.0,7,7,1.7777777777777777,5.333333333333333,26
Nigeria,female,47,2,0,0,5,3,2.0,7,7,1.0,7.0,45
Nigeria,male,45,14,4,4,4,2,2.0,6,1,1.1111111111111112,6.666666666666667,31
Nigeria,male,30,8,2,3,3,4,2.0,7,4,1.0,7.0,22
Nigeria,female,44,8,2,2,5,4,2.0,4,5,1.0,7.0,36
Nigeria,male,45,17,6,4,3,3,2.0,3,3,1.1111111111111112,7.0,28
Nigeria,male,36,20,5,2,3,3,2.0,4,3,1.4444444444444444,7.0,16
Nigeria,female,53,15,5,4,5,2,2.0,7,2,1.0,7.0,38
Nigeria,male,45,10,4,4,2,3,2.0,7,1,1.0,7.0,35
Nigeria,female,51,26,6,4,4,3,2.0,4,1,1.0,7.0,25
Nigeria,male,32,4,0,0,5,1,7.0,7,1,1.0,7.0,28
Nigeria,male,42,3,1,0,5,1,7.0,7,7,1.3333333333333333,5.0,39
Nigeria,female,40,6,3,4,5,2,7.0,4,2,1.8888888888888888,6.0,34
Nigeria,male,38,12,5,5,5,3,7.0,7,1,1.0,7.0,26
Nigeria,male,35,7,3,3,4,1,1.0,7,1,1.0,7.0,28
Nigeria,female,37,13,0,0,5,2,1.0,7,1,1.0,7.0,24
Nigeria,male,56,32,6,6,4,1,1.0,6,2,1.0,7.0,24
Nigeria,female,38,10,4,5,5,2,1.0,7,7,1.0,5.0,28
Nigeria,male,30,5,5,5,3,2,1.0,7,1,1.7777777777777777,7.0,25
Nigeria,male,34,2,0,0,5,1,1.0,5,3,1.0,7.0,32
Nigeria,male,42,14,4,1,4,4,1.0,4,4,1.0,6.0,28
Nigeria,female,31,3,2,1,5,3,1.0,7,1,1.0,7.0,28
Nigeria,female,40,13,4,4,2,1,1.0,5,2,1.0,7.0,27
Nigeria,female,44,19,3,6,5,1,1.0,4,2,1.0,1.0,25
Nigeria,male,42,13,4,4,2,1,1.0,5,2,1.0,7.0,29
Nigeria,male,45,15,4,4,5,3,1.0,5,2,1.0,6.0,30
Nigeria,male,42,7,4,0,5,1,1.0,6,1,1.3333333333333333,6.666666666666667,35
Nigeria,female,32,4,2,4,4,2,1.0,4,4,1.0,7.0,28
Nigeria,female,34,7,4,4,5,1,1.0,1,3,1.0,5.666666666666667,27
Nigeria,female,28,6,3,0,3,5,1.0,7,2,1.0,6.333333333333333,22
Nigeria,male,45,7,2,2,5,2,1.0,7,1,1.0,7.0,38
Nigeria,female,29,4,1,1,4,2,1.0,7,1,1.2222222222222223,7.0,25
Nigeria,male,52,18,0,0,5,2,1.0,6,3,1.1111111111111112,7.0,34
Nigeria,male,28,3,1,1,4,2,1.0,7,1,1.1111111111111112,7.0,25
Nigeria,female,42,16,4,5,4,2,1.0,5,1,1.0,7.0,26
Nigeria,male,50,28,5,5,4,2,1.0,4,2,1.0,7.0,22
Nigeria,male,35,5,3,6,5,1,1.0,6,2,1.0,6.0,30
Nigeria,male,38,7,3,4,4,1,1.0,3,2,1.6666666666666667,3.6666666666666665,31
Nigeria,male,48,25,5,5,4,2,1.0,6,3,1.0,6.666666666666667,23
Nigeria,female,45,30,3,6,4,3,1.0,7,1,1.0,7.0,15
Nigeria,female,31,3,1,1,5,3,1.0,7,4,1.0,7.0,28
Nigeria,female,56,33,6,6,5,2,1.0,5,1,1.0,7.0,23
Nigeria,male,44,18,5,5,3,2,1.0,4,3,1.4444444444444444,7.0,26
Nigeria,male,36,7,2,2,5,1,1.0,7,6,1.0,7.0,29
Nigeria,female,33,7,3,2,5,2,1.0,4,2,1.0,6.0,26
Nigeria,female,39,12,3,5,4,1,1.0,7,1,1.0,7.0,27
Nigeria,male,50,22,2,4,5,2,1.0,7,1,1.0,6.333333333333333,28
Nigeria,female,45,16,4,2,4,1,1.0,4,2,1.0,7.0,29
Nigeria,female,38,11,2,1,5,3,1.0,7,2,2.0,7.0,27
Nigeria,female,31,6,2,2,5,2,1.0,6,2,1.4444444444444444,6.0,25
Nigeria,female,46,15,3,4,4,1,1.0,4,5,1.0,7.0,31
Nigeria,female,39,9,2,3,4,2,1.0,5,2,1.0,7.0,30
Nigeria,male,39,9,3,0,5,3,1.0,5,4,1.2222222222222223,6.0,30
Nigeria,female,45,22,5,5,5,5,1.0,7,2,2.2222222222222223,5.0,23
Nigeria,male,33,5,0,0,5,3,1.0,6,2,1.0,7.0,28
Nigeria,female,44,3,2,3,5,2,1.0,6,2,1.5555555555555556,5.0,41
Nigeria,female,35,15,1,2,5,2,1.0,4,3,1.0,7.0,20
Nigeria,male,54,17,4,4,5,3,1.0,5,1,1.0,6.333333333333333,37
Nigeria,female,36,7,3,4,5,2,1.0,4,3,1.2222222222222223,7.0,29
Nigeria,female,44,2,2,0,5,3,1.0,6,2,1.0,6.666666666666667,42
Nigeria,male,35,4,2,3,5,3,1.0,4,2,1.0,7.0,31
Nigeria,female,39,7,4,1,4,3,1.0,5,4,1.7777777777777777,5.666666666666667,32
Nigeria,female,35,6,3,2,4,2,1.0,5,2,1.3333333333333333,6.666666666666667,29
Nigeria,female,48,12,3,4,5,2,1.0,5,1,1.0,6.666666666666667,36
Nigeria,male,54,29,5,2,3,3,1.0,5,3,1.0,6.666666666666667,25
Nigeria,female,39,11,3,3,5,2,1.0,5,2,1.0,7.0,28
Nigeria,female,50,27,4,2,4,1,1.0,4,7,1.2222222222222223,7.0,23
Nigeria,male,34,1,1,1,5,1,1.0,6,2,1.1111111111111112,7.0,33
Nigeria,female,29,1,1,1,5,2,1.0,7,7,1.2222222222222223,6.333333333333333,28
Nigeria,female,40,6,0,1,5,1,1.0,4,1,1.0,7.0,34
Nigeria,male,41,8,1,1,5,3,1.0,6,6,1.4444444444444444,4.666666666666667,33
Nigeria,male,34,1,0,0,5,3,1.0,5,4,1.0,5.333333333333333,33
Nigeria,male,28,2,0,0,5,3,1.0,6,3,1.0,7.0,26
Nigeria,male,29,1,0,0,5,3,1.0,7,3,1.1111111111111112,6.0,28
Nigeria,male,35,5,2,0,5,2,1.0,7,2,1.0,7.0,30
Nigeria,male,34,1,0,0,5,4,1.0,6,5,1.0,7.0,33
Nigeria,female,47,18,0,0,5,2,1.0,5,6,1.0,7.0,29
Nigeria,male,34,2,0,0,5,4,1.0,6,4,1.0,6.666666666666667,32
Nigeria,female,38,3,2,3,4,1,1.0,7,1,1.0,6.666666666666667,35
Nigeria,female,55,3,2,1,4,1,1.0,7,3,1.0,7.0,52
Nigeria,male,34,14,4,6,5,2,1.0,4,7,1.0,7.0,20
Nigeria,female,41,11,3,0,4,2,2.0,4,3,3.0,3.0,30
Nigeria,female,33,6,3,1,4,2,2.0,7,1,1.0,7.0,27
Nigeria,female,40,10,5,5,4,2,2.0,7,1,1.0,7.0,30
Nigeria,female,25,4,2,2,3,1,2.0,7,1,1.0,7.0,21
Nigeria,male,40,10,3,3,2,2,2.0,5,1,1.0,5.0,30
Nigeria,female,47,12,4,4,4,1,2.0,6,1,1.0,7.0,35
Nigeria,female,32,5,6,6,4,1,2.0,2,2,1.6666666666666667,5.0,27
Nigeria,female,28,1,0,0,5,2,2.0,5,4,1.0,6.0,27
Nigeria,female,40,15,3,3,3,4,2.0,7,2,1.0,2.0,25
Nigeria,male,32,2,1,1,5,3,2.0,6,1,1.2222222222222223,6.666666666666667,30
Nigeria,female,30,5,3,4,5,3,2.0,5,7,1.4444444444444444,5.666666666666667,25
Nigeria,male,36,1,1,1,5,2,2.0,6,7,1.8888888888888888,5.333333333333333,35
Nigeria,female,42,5,1,1,5,2,2.0,6,3,1.0,5.0,37
Nigeria,female,32,5,3,6,4,2,2.0,4,4,1.4444444444444444,5.0,27
Nigeria,male,48,20,3,3,5,5,2.0,7,2,2.2222222222222223,5.0,28
Nigeria,female,30,4,2,3,5,2,2.0,4,2,1.0,5.333333333333333,26
Nigeria,male,50,23,4,4,5,1,2.0,6,7,1.4444444444444444,6.0,27
Nigeria,male,33,1,0,0,5,3,2.0,5,3,1.5555555555555556,5.0,32
Nigeria,male,46,13,2,0,4,3,2.0,4,2,2.2222222222222223,3.6666666666666665,33
Nigeria,female,40,10,5,12,4,3,2.0,4,2,2.111111111111111,4.333333333333333,30
Nigeria,male,35,1,1,1,5,3,2.0,6,2,1.0,6.0,34
Nigeria,female,37,10,4,5,4,2,2.0,5,1,1.3333333333333333,6.0,27
Nigeria,male,45,12,3,3,5,2,4.0,7,3,1.0,6.0,33
Nigeria,male,39,8,3,3,5,1,6.0,7,1,1.0,7.0,31
Nigeria,male,37,5,2,2,5,1,6.0,1,7,1.0,7.0,32
Nigeria,female,50,22,3,9,5,2,6.0,5,4,1.0,7.0,28
Nigeria,male,47,23,4,4,3,2,10.0,5,4,1.3333333333333333,6.0,24
Nigeria,male,32,10,3,0,5,3,10.0,4,1,1.0,7.0,22
Nigeria,female,42,19,2,1,5,3,10.0,7,1,1.4444444444444444,5.0,23
Nigeria,female,28,1,0,0,5,2,10.0,6,3,1.0,7.0,27
Nigeria,female,48,28,3,0,3,4,10.0,6,2,2.2222222222222223,4.0,20
Nigeria,female,47,25,6,6,5,3,1.0,6,4,2.888888888888889,5.333333333333333,22
Nigeria,female,35,6,2,2,4,1,1.0,6,3,1.0,6.0,29
Nigeria,male,38,20,5,4,4,1,1.0,4,1,1.0,7.0,18
Nigeria,male,26,2,1,0,4,1,1.0,7,1,1.0,7.0,24
Nigeria,female,44,15,3,3,5,2,1.0,7,1,1.0,7.0,29
Nigeria,male,22,1,0,0,5,2,1.0,4,2,1.0,7.0,21
Nigeria,male,38,10,3,1,5,2,1.0,4,2,1.0,7.0,28
Nigeria,female,35,5,2,3,5,1,1.0,7,1,1.0,7.0,30
Nigeria,female,56,20,4,4,5,1,1.0,5,1,1.0,6.333333333333333,36
Nigeria,male,27,3,1,2,4,3,1.0,5,4,1.3333333333333333,7.0,24
Nigeria,male,30,2,1,1,5,1,1.0,7,2,1.3333333333333333,6.333333333333333,28
Nigeria,female,36,8,2,1,4,1,1.0,5,4,1.1111111111111112,6.333333333333333,28
Nigeria,female,42,20,6,2,3,3,1.0,6,1,1.0,7.0,22
Nigeria,male,26,4,3,4,5,3,1.0,4,3,1.0,7.0,22
Nigeria,male,37,13,3,3,3,2,1.0,4,1,1.2222222222222223,7.0,24
Nigeria,female,27,3,1,1,4,3,1.0,1,1,1.0,5.333333333333333,24
Nigeria,male,22,1,1,1,3,3,1.0,4,2,1.0,7.0,21
Nigeria,male,25,1,1,1,5,3,1.0,4,3,1.0,7.0,24
Nigeria,male,29,7,2,0,5,1,1.0,7,1,1.0,7.0,22
Nigeria,male,32,6,2,2,5,3,1.0,4,2,1.1111111111111112,7.0,26
Nigeria,male,37,12,3,4,5,2,1.0,4,3,1.0,7.0,25
Nigeria,male,30,10,3,5,5,1,1.0,7,2,1.0,7.0,20
Nigeria,male,52,33,7,5,5,1,1.0,6,2,1.2222222222222223,6.0,19
Nigeria,female,52,22,7,2,5,3,1.0,6,2,1.2222222222222223,6.0,30
Nigeria,male,28,5,1,2,5,1,1.0,5,4,1.0,7.0,23
Nigeria,female,24,2,0,0,5,3,1.0,5,3,1.1111111111111112,7.0,22
Nigeria,male,28,2,1,1,4,1,1.0,4,7,1.0,7.0,26
Nigeria,male,35,6,3,4,4,2,1.0,4,1,1.0,7.0,29
Nigeria,female,55,26,4,4,5,1,1.0,6,1,1.1111111111111112,6.666666666666667,29
Nigeria,female,37,6,2,6,5,4,1.0,6,7,1.6666666666666667,6.0,31
Nigeria,male,35,3,0,2,5,1,1.0,5,3,1.0,7.0,32
Nigeria,male,44,18,3,5,4,2,1.0,4,4,1.8888888888888888,2.6666666666666665,26
Nigeria,male,44,18,3,5,5,2,1.0,4,4,1.8888888888888888,4.666666666666667,26
Nigeria,female,50,28,4,6,5,2,1.0,4,3,1.8888888888888888,4.0,22
Nigeria,female,30,3,1,1,4,1,1.0,4,3,1.0,6.333333333333333,27
Nigeria,female,30,2,1,1,5,1,1.0,7,1,1.0,5.0,28
Nigeria,male,20,0,0,1,5,5,1.0,1,1,3.0,3.6666666666666665,20
Nigeria,male,20,1,0,0,5,1,1.0,7,5,1.0,7.0,19
Nigeria,male,30,4,1,8,5,5,1.0,7,2,1.0,7.0,26
Nigeria,male,29,3,2,2,5,2,1.0,4,5,1.0,7.0,26
Nigeria,male,45,19,6,6,3,3,1.0,7,1,1.0,7.0,26
Nigeria,female,43,12,4,6,5,3,1.0,7,4,1.0,7.0,31
Nigeria,female,34,5,2,2,5,2,1.0,4,1,1.0,7.0,29
Nigeria,female,32,6,1,1,4,2,1.0,7,7,1.1111111111111112,7.0,26
Nigeria,male,35,10,3,3,5,1,1.0,4,1,1.0,6.0,25
Nigeria,female,60,27,6,6,5,1,1.0,4,7,1.0,7.0,33
Nigeria,male,37,5,2,2,4,2,1.0,4,4,1.0,7.0,32
Nigeria,female,42,10,5,5,5,1,1.0,7,1,1.0,7.0,32
Nigeria,male,36,11,3,3,4,3,1.0,4,4,1.1111111111111112,7.0,25
Nigeria,female,35,5,3,4,5,1,1.0,4,7,1.0,7.0,30
Nigeria,female,42,10,3,3,4,2,1.0,6,3,1.3333333333333333,6.666666666666667,32
Nigeria,male,28,5,1,2,5,1,1.0,5,3,1.0,7.0,23
Nigeria,male,45,15,4,4,3,2,1.0,7,1,1.0,6.666666666666667,30
Nigeria,female,67,44,8,7,4,1,1.0,5,7,1.0,7.0,23
Nigeria,male,25,3,1,1,5,1,1.0,4,4,1.0,7.0,22
Nigeria,male,32,8,3,3,4,1,1.0,7,2,1.0,7.0,24
Nigeria,male,32,8,3,3,4,1,1.0,7,2,1.0,7.0,24
Nigeria,female,56,27,2,6,4,1,1.0,4,1,1.1111111111111112,6.666666666666667,29
Nigeria,male,29,4,1,2,5,2,1.0,5,2,1.3333333333333333,6.0,25
Nigeria,male,29,4,1,2,5,2,1.0,5,2,1.3333333333333333,6.0,25
Nigeria,male,35,5,1,1,5,2,1.0,7,2,1.0,7.0,30
Nigeria,male,25,2,2,3,5,1,1.0,6,3,1.0,5.0,23
Nigeria,female,42,12,3,3,4,2,1.0,7,2,1.0,6.0,30
Nigeria,female,42,12,3,3,4,2,1.0,7,2,1.0,6.0,30
Nigeria,male,28,1,1,1,1,1,1.0,4,2,1.1111111111111112,5.666666666666667,27
Nigeria,female,37,4,2,2,5,3,1.0,4,3,1.0,7.0,33
Nigeria,female,28,5,3,4,4,1,1.0,5,3,1.0,7.0,23
Nigeria,male,28,5,2,0,5,1,1.0,7,3,1.0,7.0,23
Nigeria,female,24,2,0,0,5,3,1.0,5,3,1.1111111111111112,7.0,22
Nigeria,female,55,22,6,9,5,3,1.0,6,2,1.0,7.0,33
Nigeria,male,40,15,3,1,5,2,1.0,6,2,1.3333333333333333,5.666666666666667,25
Nigeria,male,55,29,3,1,3,2,1.0,4,3,1.0,7.0,26
Nigeria,female,40,10,3,5,5,3,1.0,4,1,1.0,7.0,30
Nigeria,female,35,11,4,4,3,3,1.0,7,3,1.0,7.0,24
Nigeria,male,25,1,0,0,5,3,1.0,4,1,1.0,7.0,24
Nigeria,female,42,11,3,2,5,3,1.0,4,5,1.2222222222222223,7.0,31
Nigeria,female,28,6,1,1,5,1,1.0,7,1,1.0,7.0,22
Nigeria,male,42,10,2,3,5,1,1.0,7,3,1.0,6.0,32
Nigeria,female,34,4,3,4,5,1,1.0,4,4,1.4444444444444444,7.0,30
Nigeria,female,32,1,1,1,5,2,1.0,5,1,1.0,7.0,31
Nigeria,female,24,2,0,0,5,3,1.0,5,3,1.1111111111111112,7.0,22
Nigeria,female,24,1,1,2,5,2,1.0,5,3,1.0,6.0,23
Nigeria,female,38,8,2,2,4,2,1.0,5,3,1.1111111111111112,6.0,30
Nigeria,female,30,3,1,1,5,2,1.0,4,1,1.1111111111111112,7.0,27
Nigeria,male,37,10,5,5,2,1,1.0,7,4,1.0,5.333333333333333,27
Nigeria,female,37,4,2,0,5,2,1.0,4,2,1.3333333333333333,7.0,33
Nigeria,female,35,5,3,3,4,2,1.0,6,4,1.0,7.0,30
Nigeria,male,40,10,4,6,5,1,1.0,6,1,1.1111111111111112,7.0,30
Nigeria,male,28,2,1,1,5,1,1.0,7,1,1.0,7.0,26
Nigeria,male,22,2,1,0,5,3,1.0,6,4,1.0,7.0,20
Nigeria,female,41,1,1,0,5,2,1.0,6,1,1.0,7.0,40
Nigeria,male,30,4,2,2,5,2,1.0,4,4,1.1111111111111112,7.0,26
Nigeria,female,35,3,1,7,2,5,1.0,3,7,1.7777777777777777,2.0,32
Nigeria,male,41,4,1,1,5,2,1.0,4,3,1.8888888888888888,4.333333333333333,37
Nigeria,male,21,3,1,1,3,1,1.0,5,1,1.6666666666666667,5.0,18
Nigeria,male,34,4,2,3,5,2,1.0,4,3,1.0,7.0,30
Nigeria,female,51,30,6,4,3,1,1.0,4,2,1.0,6.0,21
Nigeria,female,35,7,2,0,5,2,1.0,5,7,1.0,1.0,28
Nigeria,female,45,10,3,4,5,2,1.0,3,4,1.6666666666666667,6.0,35
Nigeria,male,49,25,4,4,5,1,1.0,7,2,1.0,7.0,24
Nigeria,male,40,18,4,6,4,1,1.0,3,3,2.4444444444444446,3.6666666666666665,22
Nigeria,female,30,2,1,1,5,1,1.0,7,1,1.0,7.0,28
Nigeria,female,28,4,2,2,3,1,1.0,5,3,1.0,5.0,24
Nigeria,male,39,10,4,6,4,2,1.0,4,3,1.1111111111111112,6.0,29
Nigeria,female,44,16,4,4,5,1,1.0,4,7,1.1111111111111112,7.0,28
Nigeria,male,28,2,1,1,4,1,1.0,4,7,1.0,7.0,26
Nigeria,female,48,8,2,4,5,1,1.0,4,1,1.0,6.666666666666667,40
Nigeria,female,45,4,2,2,3,1,1.0,7,1,1.0,5.666666666666667,41
Nigeria,female,45,4,2,2,3,1,1.0,7,1,1.0,5.666666666666667,41
Nigeria,male,31,6,2,4,5,1,1.0,6,1,1.0,7.0,25
Nigeria,male,26,3,1,4,5,1,1.0,7,5,1.5555555555555556,7.0,23
Nigeria,female,35,6,2,2,5,1,1.0,7,2,1.0,7.0,29
Nigeria,male,33,5,2,2,5,1,1.0,5,6,1.0,7.0,28
Nigeria,male,58,28,3,3,5,1,1.0,5,2,1.0,7.0,30
Nigeria,female,32,5,2,2,5,1,1.0,6,2,1.8888888888888888,6.666666666666667,27
Nigeria,male,41,4,2,2,5,1,1.0,5,5,1.0,7.0,37
Nigeria,female,28,3,1,0,5,1,1.0,4,1,1.0,7.0,25
Nigeria,male,27,2,1,1,5,3,1.0,7,7,1.2222222222222223,6.666666666666667,25
Nigeria,male,27,7,1,1,5,3,1.0,7,7,1.2222222222222223,6.666666666666667,20
Nigeria,female,48,3,2,4,5,1,1.0,4,1,1.0,6.666666666666667,45
Nigeria,female,41,12,3,3,5,1,1.0,4,4,2.0,7.0,29
Nigeria,female,40,12,1,3,5,2,1.0,7,7,1.0,7.0,28
Nigeria,female,28,2,1,1,5,2,2.0,4,2,1.0,7.0,26
Nigeria,male,27,2,2,2,3,1,2.0,7,1,1.1111111111111112,7.0,25
Nigeria,female,37,12,4,2,4,2,2.0,5,1,1.0,7.0,25
Nigeria,female,45,15,3,3,1,2,2.0,7,1,1.0,7.0,30
Nigeria,female,45,15,3,3,5,2,2.0,7,1,1.0,7.0,30
Nigeria,male,44,17,3,4,4,2,2.0,4,3,2.7777777777777777,1.3333333333333333,27
Nigeria,male,28,3,1,2,5,3,2.0,4,1,1.1111111111111112,2.0,25
Nigeria,female,27,5,2,2,5,3,2.0,7,1,1.0,7.0,22
Nigeria,female,27,4,3,2,5,1,2.0,5,1,1.0,7.0,23
Nigeria,male,53,25,4,6,2,1,2.0,2,1,1.0,2.0,28
Nigeria,female,44,12,5,4,4,1,2.0,7,1,1.0,7.0,32
Nigeria,male,32,7,2,2,4,1,2.0,4,1,1.0,7.0,25
Nigeria,female,28,3,1,1,5,2,2.0,4,3,1.1111111111111112,6.0,25
Nigeria,male,32,5,2,2,4,3,2.0,6,2,1.1111111111111112,6.666666666666667,27
Nigeria,male,36,11,4,4,4,2,2.0,7,4,1.1111111111111112,7.0,25
Nigeria,female,32,7,2,3,3,2,2.0,7,1,1.0,7.0,25
Nigeria,male,40,12,3,5,5,2,2.0,6,7,1.0,6.0,28
Nigeria,female,42,10,2,2,4,1,2.0,4,1,1.0,7.0,32
Nigeria,male,29,6,2,2,4,3,2.0,4,3,1.4444444444444444,5.666666666666667,23
Nigeria,male,32,5,2,2,4,2,2.0,4,6,1.0,6.333333333333333,27
Nigeria,male,32,4,2,0,4,1,2.0,6,1,1.0,7.0,28
Nigeria,male,28,4,3,3,4,2,2.0,4,3,1.1111111111111112,7.0,24
Nigeria,female,70,35,2,6,5,1,2.0,7,7,1.0,7.0,35
Nigeria,male,26,4,2,0,5,1,2.0,4,2,1.0,7.0,22
Nigeria,female,50,20,5,9,4,3,2.0,4,1,1.3333333333333333,6.666666666666667,30
Nigeria,male,36,6,1,1,4,2,2.0,4,3,1.0,6.666666666666667,30
Nigeria,male,27,2,1,1,5,1,2.0,6,3,1.0,7.0,25
Nigeria,female,35,5,1,2,5,1,2.0,4,3,1.3333333333333333,6.333333333333333,30
Nigeria,female,45,17,4,4,5,1,2.0,4,2,1.0,7.0,28
Nigeria,female,34,2,2,2,5,3,2.0,4,4,1.0,7.0,32
Nigeria,female,30,4,2,2,4,3,2.0,5,2,1.2222222222222223,6.0,26
Nigeria,female,31,5,2,3,4,2,2.0,7,2,1.4444444444444444,6.0,26
Nigeria,male,30,3,2,2,5,1,2.0,2,3,1.7777777777777777,4.333333333333333,27
Nigeria,female,33,5,2,0,5,3,2.0,5,3,1.3333333333333333,2.0,28
Nigeria,female,31,3,1,2,5,1,2.0,6,5,1.5555555555555556,7.0,28
Nigeria,male,38,12,2,0,5,1,2.0,7,1,1.0,5.0,26
Nigeria,female,32,6,2,3,5,2,2.0,7,1,2.2222222222222223,6.0,26
Nigeria,female,45,5,3,4,5,1,2.0,4,2,1.0,7.0,40
Nigeria,male,20,1,0,1,4,1,2.0,6,4,1.0,6.333333333333333,19
Nigeria,female,30,3,1,1,5,2,2.0,4,1,1.1111111111111112,7.0,27
Nigeria,female,45,19,4,0,5,2,2.0,4,2,1.0,7.0,26
Nigeria,female,36,4,2,0,5,2,2.0,3,4,1.0,6.0,32
Nigeria,female,35,7,3,5,2,3,2.0,4,1,1.0,7.0,28
Nigeria,female,42,11,2,3,5,2,2.0,4,5,1.1111111111111112,6.333333333333333,31
Nigeria,male,48,24,4,4,4,1,2.0,5,2,1.0,7.0,24
Nigeria,male,32,6,2,2,4,3,2.0,4,1,1.0,6.0,26
Nigeria,male,32,6,2,2,5,4,2.0,4,1,1.0,6.0,26
Nigeria,female,26,3,2,3,5,2,2.0,4,4,1.0,6.0,23
Nigeria,female,29,4,1,4,5,2,2.0,4,1,1.1111111111111112,6.333333333333333,25
Nigeria,male,26,5,2,3,3,1,2.0,7,5,1.2222222222222223,7.0,21
Nigeria,male,25,5,2,3,3,1,2.0,7,7,1.2222222222222223,7.0,20
Nigeria,female,35,5,1,3,3,1,2.0,5,7,1.2222222222222223,5.0,30
Nigeria,female,39,8,3,6,4,3,2.0,5,2,1.7777777777777777,6.0,31
Nigeria,male,52,27,5,6,3,3,2.0,7,3,1.0,5.0,25
Nigeria,male,45,20,4,4,4,1,2.0,5,3,1.0,4.666666666666667,25
Nigeria,male,45,20,4,4,5,1,2.0,5,3,1.0,4.666666666666667,25
Nigeria,male,41,10,4,6,4,3,2.0,5,1,1.5555555555555556,6.666666666666667,31
Nigeria,male,40,10,4,4,4,2,2.0,5,2,1.0,6.333333333333333,30
Nigeria,male,40,10,4,4,4,2,2.0,5,2,1.0,6.333333333333333,30
Nigeria,female,38,7,3,1,5,3,4.0,4,1,1.0,7.0,31
Nigeria,female,36,7,2,0,5,1,4.0,4,2,1.0,7.0,29
Nigeria,female,38,6,3,2,5,2,4.0,7,1,1.0,7.0,32
Nigeria,male,45,9,4,6,5,2,4.0,4,3,1.4444444444444444,7.0,36
Nigeria,female,30,2,0,0,5,5,4.0,6,7,1.2222222222222223,6.666666666666667,28
Nigeria,female,30,2,0,0,5,5,4.0,6,7,1.2222222222222223,6.666666666666667,28
Nigeria,female,45,15,5,2,3,2,4.0,7,7,1.0,4.333333333333333,30
Nigeria,female,30,3,1,1,5,1,4.0,4,5,1.0,7.0,27
Nigeria,female,29,3,1,1,5,1,4.0,4,5,1.2222222222222223,7.0,26
Nigeria,female,38,7,3,3,5,2,4.0,5,2,1.7777777777777777,5.333333333333333,31
Nigeria,male,48,19,4,5,4,1,4.0,6,3,1.8888888888888888,4.0,29
Nigeria,male,48,29,5,2,4,2,4.0,5,3,2.3333333333333335,4.333333333333333,19
Nigeria,male,25,2,5,2,4,2,4.0,4,2,2.0,4.666666666666667,23
Nigeria,male,30,4,1,0,2,1,4.0,4,3,1.1111111111111112,6.0,26
Nigeria,female,34,3,2,0,5,2,4.0,4,2,1.2222222222222223,7.0,31
Nigeria,female,29,1,1,1,5,4,4.0,7,7,1.1111111111111112,6.666666666666667,28
Nigeria,female,32,2,2,2,1,1,4.0,6,1,1.3333333333333333,6.666666666666667,30
Nigeria,female,32,4,2,2,3,2,4.0,6,1,1.0,6.666666666666667,28
Nigeria,female,32,4,2,2,3,2,4.0,6,1,1.0,6.666666666666667,28
Nigeria,female,30,3,1,1,5,2,4.0,4,4,1.2222222222222223,6.333333333333333,27
Nigeria,female,30,3,1,1,5,2,4.0,4,4,1.2222222222222223,6.333333333333333,27
Nigeria,male,29,4,2,2,4,2,4.0,4,3,1.0,7.0,25
Nigeria,female,33,3,1,2,5,1,4.0,4,1,1.0,7.0,30
Nigeria,male,53,27,4,6,4,2,4.0,5,3,1.3333333333333333,6.0,26
Nigeria,male,31,7,3,0,4,2,4.0,5,2,1.5555555555555556,6.333333333333333,24
Nigeria,female,51,30,6,4,2,1,4.0,2,1,1.5555555555555556,4.666666666666667,21
Nigeria,female,35,5,1,0,5,3,4.0,7,1,1.6666666666666667,5.666666666666667,30
Nigeria,female,35,12,7,2,3,2,4.0,1,1,1.6666666666666667,5.0,23
Nigeria,female,34,4,2,1,4,1,4.0,6,1,1.3333333333333333,6.666666666666667,30
Nigeria,female,46,25,4,0,2,3,4.0,4,3,1.0,5.0,21
