country,sex,age,marriage_duration,n_children,n_broughtup_children,education,material_status,religion,religiousity,pension,mrq,kansas,age_at_marriage
Croatia,female,36,10,1,0,3,3,2.0,5,3,2.111111111111111,3.3333333333333335,26
Croatia,male,37,12,2,2,3,3,2.0,4,6,1.0,7.0,25
Croatia,female,36,12,2,2,3,3,2.0,5,6,1.0,7.0,24
Croatia,male,45,29,1,1,5,2,2.0,4,3,1.0,6.0,16
Croatia,female,60,37,0,0,3,3,2.0,4,6,1.3333333333333333,5.0,23
Croatia,female,37,13,1,0,5,2,2.0,2,4,1.2222222222222223,5.666666666666667,24
Croatia,female,55,25,0,0,5,2,2.0,7,2,1.4444444444444444,5.666666666666667,30
Croatia,female,42,22,2,2,3,4,2.0,5,3,1.5555555555555556,6.0,20
Croatia,female,43,18,3,3,5,3,2.0,5,3,1.4444444444444444,5.666666666666667,25
Croatia,female,40,12,1,1,5,3,2.0,3,3,1.0,7.0,28
Croatia,female,52,27,2,2,3,3,2.0,7,7,1.4444444444444444,5.0,25
Croatia,male,40,8,1,0,2,3,2.0,5,3,1.4444444444444444,3.6666666666666665,32
Croatia,male,45,20,2,2,4,3,2.0,6,5,1.1111111111111112,6.666666666666667,25
Croatia,male,47,22,2,2,3,4,2.0,4,4,1.2222222222222223,6.0,25
Croatia,male,39,10,2,2,5,2,2.0,6,3,1.0,5.666666666666667,29
Croatia,female,45,22,3,3,5,3,2.0,6,3,1.5555555555555556,7.0,23
Croatia,female,42,23,3,3,3,3,2.0,1,4,3.2222222222222223,1.6666666666666667,19
Croatia,male,40,13,2,2,3,3,2.0,2,4,1.5555555555555556,6.0,27
Croatia,female,39,13,2,2,3,3,2.0,4,2,1.5555555555555556,5.0,26
Croatia,male,51,19,3,3,5,2,2.0,3,4,1.8888888888888888,6.0,32
Croatia,male,45,21,2,2,3,3,2.0,3,4,1.0,6.0,24
Croatia,female,58,33,3,3,5,3,2.0,6,4,1.8888888888888888,6.0,25
Croatia,male,57,31,2,0,3,3,2.0,4,2,1.0,7.0,26
Croatia,female,44,20,3,3,2,3,2.0,7,3,1.0,7.0,24
Croatia,male,50,27,1,1,4,2,2.0,2,4,2.5555555555555554,4.666666666666667,23
Croatia,male,34,2,0,0,5,3,2.0,4,6,1.1111111111111112,6.0,32
Croatia,female,28,2,0,0,5,3,2.0,4,5,1.1111111111111112,6.0,26
Croatia,female,27,3,1,1,5,2,2.0,7,3,1.1111111111111112,6.333333333333333,24
Croatia,male,49,14,3,3,3,3,2.0,5,3,2.0,3.0,35
Croatia,female,50,26,2,2,4,3,2.0,4,4,1.2222222222222223,7.0,24
Croatia,female,42,22,2,2,3,4,2.0,3,4,1.6666666666666667,6.0,20
Croatia,female,51,23,1,1,5,2,2.0,5,5,2.2222222222222223,5.0,28
Croatia,male,49,28,3,1,3,2,2.0,3,2,2.3333333333333335,4.0,21
Croatia,female,57,36,2,1,5,3,2.0,5,2,2.111111111111111,3.3333333333333335,21
Croatia,female,50,25,1,1,5,2,2.0,2,3,1.7777777777777777,5.666666666666667,25
Croatia,male,47,24,2,2,3,3,2.0,4,5,1.1111111111111112,7.0,23
Croatia,female,47,21,3,3,5,3,2.0,4,2,1.5555555555555556,6.0,26
Croatia,female,47,21,1,1,4,3,2.0,2,7,1.8888888888888888,5.333333333333333,26
Croatia,male,44,20,3,3,3,4,2.0,4,3,2.111111111111111,5.666666666666667,24
Croatia,female,47,22,2,2,3,1,2.0,3,5,1.4444444444444444,6.333333333333333,25
Croatia,male,55,24,2,2,3,3,2.0,3,1,1.6666666666666667,5.666666666666667,31
Croatia,male,30,1,1,1,5,4,2.0,5,3,1.1111111111111112,6.333333333333333,29
Croatia,female,44,24,2,2,3,3,2.0,4,2,1.3333333333333333,7.0,20
Croatia,male,24,2,0,0,3,3,2.0,4,5,1.4444444444444444,6.666666666666667,22
Croatia,female,44,28,2,2,2,3,2.0,3,4,1.6666666666666667,5.0,16
Croatia,female,47,23,2,2,3,4,2.0,4,3,1.7777777777777777,5.0,24
Croatia,male,53,27,4,4,3,2,2.0,4,3,1.3333333333333333,6.0,26
Croatia,female,38,20,2,2,3,3,2.0,5,4,1.0,6.0,18
Croatia,male,45,21,2,2,3,3,2.0,4,6,1.8888888888888888,6.0,24
Croatia,female,46,20,3,3,3,3,2.0,5,5,2.0,5.0,26
Croatia,female,40,10,1,1,5,2,2.0,3,6,2.3333333333333335,5.0,30
Croatia,male,45,23,2,2,5,1,2.0,6,2,1.4444444444444444,6.0,22
Croatia,male,51,26,2,1,5,1,2.0,5,3,1.5555555555555556,6.333333333333333,25
Croatia,male,53,22,2,2,5,1,2.0,3,4,1.3333333333333333,7.0,31
Croatia,female,47,24,2,2,3,2,2.0,4,2,1.8888888888888888,5.666666666666667,23
Croatia,female,41,22,2,2,3,4,2.0,5,7,1.2222222222222223,6.0,19
Croatia,female,26,1,0,0,5,3,2.0,5,7,1.0,6.0,25
Croatia,female,31,6,2,2,5,3,2.0,7,3,1.3333333333333333,6.0,25
Croatia,male,39,4,1,1,3,3,2.0,4,5,2.6666666666666665,2.6666666666666665,35
Croatia,female,24,1,0,0,5,2,2.0,5,6,1.0,7.0,23
Croatia,female,45,21,1,1,5,2,2.0,3,3,1.5555555555555556,5.666666666666667,24
Croatia,male,37,6,1,1,5,3,2.0,1,3,1.5555555555555556,5.333333333333333,31
Croatia,female,52,30,2,1,5,3,2.0,2,4,2.3333333333333335,4.0,22
Croatia,male,50,21,3,3,5,2,2.0,6,6,1.0,7.0,29
Croatia,male,43,5,1,3,5,2,2.0,1,7,1.1111111111111112,6.666666666666667,38
Croatia,male,51,19,1,1,5,2,2.0,5,1,1.5555555555555556,5.666666666666667,32
Croatia,female,49,23,2,2,3,5,2.0,4,6,1.7777777777777777,4.333333333333333,26
Croatia,male,50,24,3,3,5,2,2.0,2,5,3.3333333333333335,4.333333333333333,26
Croatia,female,30,4,1,1,3,4,2.0,3,7,1.2222222222222223,6.0,26
Croatia,male,52,27,1,1,4,4,2.0,1,3,2.5555555555555554,5.0,25
Croatia,female,36,10,2,2,4,3,2.0,5,4,1.1111111111111112,6.0,26
Croatia,male,48,12,1,1,3,2,2.0,4,4,1.6666666666666667,6.0,36
Croatia,female,60,32,1,0,3,1,2.0,2,2,2.3333333333333335,5.0,28
Croatia,male,49,21,2,2,5,2,2.0,4,5,1.1111111111111112,7.0,28
Croatia,female,48,22,4,4,5,3,2.0,5,6,1.1111111111111112,6.666666666666667,26
Croatia,female,69,44,2,0,3,4,2.0,1,6,3.6666666666666665,3.0,25
Croatia,female,48,26,2,2,5,3,2.0,7,3,2.0,4.666666666666667,22
Croatia,female,55,27,2,2,5,3,2.0,3,3,1.0,7.0,28
Croatia,male,25,5,1,1,5,2,2.0,1,7,1.5555555555555556,6.666666666666667,20
Croatia,female,49,19,1,1,5,2,2.0,4,7,1.0,7.0,30
Croatia,male,56,32,2,0,5,2,2.0,4,7,1.3333333333333333,7.0,24
Croatia,female,35,6,2,2,5,3,2.0,1,6,1.7777777777777777,5.0,29
Croatia,female,29,1,1,1,5,3,2.0,5,3,1.0,7.0,28
Croatia,female,54,33,3,1,3,3,2.0,5,6,1.3333333333333333,7.0,21
Croatia,female,58,30,2,2,5,2,2.0,2,3,1.2222222222222223,7.0,28
Croatia,male,57,32,3,3,5,3,2.0,5,3,1.2222222222222223,7.0,25
Croatia,male,82,50,2,0,5,3,2.0,3,3,1.8888888888888888,6.0,32
Croatia,male,53,25,2,2,3,4,2.0,4,6,1.4444444444444444,6.0,28
Croatia,female,23,2,0,0,5,3,2.0,6,3,1.1111111111111112,6.333333333333333,21
Croatia,female,34,6,1,1,5,1,2.0,4,4,1.6666666666666667,5.666666666666667,28
Croatia,male,31,2,0,0,3,3,2.0,3,3,1.0,7.0,29
Croatia,male,50,36,2,1,3,3,2.0,1,7,1.7777777777777777,3.6666666666666665,14
Croatia,female,47,22,3,3,5,2,2.0,4,4,1.5555555555555556,5.333333333333333,25
Croatia,female,34,1,0,0,2,3,2.0,6,4,1.4444444444444444,6.0,33
Croatia,female,42,22,3,3,3,2,2.0,4,6,1.2222222222222223,7.0,20
Croatia,female,46,21,3,3,3,4,2.0,5,7,1.7777777777777777,4.333333333333333,25
Croatia,female,32,13,2,2,3,3,2.0,4,4,1.0,7.0,19
Croatia,female,47,16,3,3,3,3,2.0,5,6,2.111111111111111,4.0,31
Croatia,male,51,24,3,2,5,2,2.0,7,2,1.5555555555555556,5.0,27
Croatia,male,29,2,0,0,3,3,2.0,5,3,1.2222222222222223,5.333333333333333,27
Croatia,female,52,29,2,1,3,3,2.0,7,4,2.2222222222222223,4.0,23
Croatia,male,48,24,2,2,4,3,2.0,5,4,1.0,7.0,24
Croatia,female,51,26,2,2,5,3,2.0,3,3,1.4444444444444444,6.333333333333333,25
Croatia,female,52,38,6,3,3,2,2.0,7,2,1.6666666666666667,5.666666666666667,14
Croatia,male,49,19,3,3,5,2,2.0,4,2,1.1111111111111112,7.0,30
Croatia,female,41,13,2,2,5,2,2.0,4,2,1.0,6.0,28
Croatia,female,25,1,0,0,5,2,2.0,2,5,1.0,6.666666666666667,24
Croatia,female,47,4,2,1,3,3,2.0,4,6,1.0,7.0,43
Croatia,male,44,22,2,2,3,4,2.0,4,6,1.2222222222222223,6.666666666666667,22
Croatia,male,48,26,2,2,3,3,2.0,4,3,1.0,7.0,22
Croatia,male,35,5,1,1,5,2,2.0,4,6,1.0,7.0,30
Croatia,male,53,24,3,3,5,1,2.0,5,4,1.7777777777777777,5.666666666666667,29
Croatia,male,43,20,2,2,3,3,2.0,5,3,1.1111111111111112,6.0,23
Croatia,female,20,1,1,1,3,3,2.0,5,3,1.3333333333333333,6.0,19
Croatia,female,49,24,2,2,4,3,2.0,5,6,2.3333333333333335,4.0,25
Croatia,male,49,21,2,2,5,1,2.0,4,6,1.4444444444444444,6.333333333333333,28
Croatia,female,47,20,2,2,5,2,2.0,5,4,2.3333333333333335,4.0,27
Croatia,female,45,15,2,2,3,3,2.0,5,7,1.2222222222222223,6.0,30
Croatia,male,54,28,2,0,4,4,2.0,3,6,3.3333333333333335,3.0,26
Croatia,male,55,30,4,2,4,3,2.0,4,3,1.3333333333333333,6.0,25
Croatia,female,51,30,1,0,3,3,2.0,3,5,1.5555555555555556,6.0,21
Croatia,male,27,1,0,0,5,3,2.0,3,4,1.1111111111111112,6.666666666666667,26
Croatia,male,55,23,2,2,4,2,2.0,1,3,1.2222222222222223,6.0,32
Croatia,female,42,18,2,2,3,3,2.0,4,7,3.4444444444444446,2.0,24
Croatia,male,45,14,2,2,5,2,2.0,1,5,1.0,7.0,31
Croatia,female,32,6,1,1,3,3,2.0,5,4,1.0,6.0,26
Croatia,female,39,18,2,2,3,3,2.0,1,4,1.0,5.0,21
Croatia,male,50,20,2,2,4,2,2.0,3,3,2.0,6.0,30
Croatia,female,53,28,1,1,5,3,2.0,7,4,1.6666666666666667,4.666666666666667,25
Croatia,female,22,1,0,0,3,3,2.0,4,4,2.0,7.0,21
Croatia,female,33,15,3,0,2,3,2.0,6,3,1.6666666666666667,5.0,18
Croatia,female,36,5,2,2,3,2,2.0,5,6,1.0,7.0,31
Croatia,female,28,3,1,1,5,2,2.0,4,3,1.3333333333333333,6.666666666666667,25
Croatia,male,47,17,2,2,3,4,2.0,3,6,2.0,3.0,30
Croatia,male,30,4,2,2,3,3,2.0,4,4,1.2222222222222223,5.666666666666667,26
Croatia,female,47,17,2,2,5,3,2.0,5,6,1.4444444444444444,5.333333333333333,30
Croatia,female,48,24,2,2,5,3,2.0,3,7,1.5555555555555556,6.0,24
Croatia,male,31,1,1,1,3,2,2.0,2,4,1.3333333333333333,6.333333333333333,30
Croatia,female,29,4,2,2,4,3,2.0,3,5,1.0,6.333333333333333,25
Croatia,female,38,10,2,2,5,2,2.0,5,4,1.8888888888888888,5.333333333333333,28
Croatia,female,45,21,2,2,5,3,2.0,4,7,1.7777777777777777,6.333333333333333,24
Croatia,female,27,2,0,0,5,2,2.0,2,7,1.3333333333333333,6.0,25
Croatia,male,30,1,0,0,3,3,2.0,3,5,1.2222222222222223,7.0,29
Croatia,male,35,2,0,0,5,3,2.0,5,5,1.1111111111111112,6.333333333333333,33
Croatia,female,37,2,0,0,5,2,2.0,1,6,1.0,6.666666666666667,35
Croatia,female,54,23,2,2,5,3,2.0,2,3,2.111111111111111,4.0,31
Croatia,female,42,16,2,2,3,2,2.0,5,3,1.2222222222222223,6.0,26
Croatia,male,49,5,3,1,5,2,2.0,1,6,1.1111111111111112,7.0,44
Croatia,male,40,8,2,2,5,2,2.0,3,6,1.5555555555555556,5.666666666666667,32
Croatia,male,49,18,1,1,5,2,2.0,7,7,2.111111111111111,5.0,31
Croatia,male,40,17,2,2,4,3,2.0,2,3,1.8888888888888888,5.666666666666667,23
Croatia,female,52,32,1,0,3,3,2.0,4,6,2.3333333333333335,4.0,20
Croatia,female,48,28,1,0,3,2,2.0,2,2,2.0,7.0,20
Croatia,male,55,22,2,2,5,2,2.0,2,6,2.6666666666666665,2.0,33
Croatia,male,39,20,2,0,3,2,2.0,7,4,1.0,7.0,19
Croatia,female,57,37,2,4,3,5,2.0,4,7,2.7777777777777777,4.0,20
Croatia,male,50,30,1,0,2,2,2.0,4,4,1.4444444444444444,6.0,20
Croatia,male,57,24,2,2,5,3,2.0,6,4,1.3333333333333333,7.0,33
Croatia,female,35,7,2,2,5,2,2.0,4,2,1.4444444444444444,6.0,28
Croatia,female,54,26,2,2,3,3,2.0,4,6,1.2222222222222223,6.333333333333333,28
Croatia,male,56,27,2,2,5,3,2.0,2,4,1.0,7.0,29
Croatia,male,32,4,2,2,3,4,2.0,2,6,2.0,5.0,28
Croatia,male,55,32,1,0,3,3,2.0,4,7,2.2222222222222223,4.0,23
Croatia,female,30,2,1,1,5,3,2.0,4,3,3.3333333333333335,2.0,28
Croatia,male,47,27,2,2,4,2,2.0,1,7,1.1111111111111112,6.666666666666667,20
Croatia,female,40,6,2,2,5,2,2.0,2,5,1.2222222222222223,6.0,34
Croatia,male,32,2,0,0,5,2,2.0,5,5,1.2222222222222223,6.666666666666667,30
Croatia,male,24,2,1,1,4,3,2.0,5,5,1.4444444444444444,6.0,22
Croatia,female,46,20,2,2,3,4,2.0,5,7,2.2222222222222223,3.3333333333333335,26
Croatia,female,55,30,2,2,4,3,2.0,4,5,2.111111111111111,5.333333333333333,25
Croatia,female,40,16,1,1,4,3,2.0,2,3,1.7777777777777777,5.666666666666667,24
Croatia,female,47,3,2,1,3,3,2.0,1,6,1.1111111111111112,7.0,44
Croatia,male,53,19,2,2,5,3,2.0,6,3,2.111111111111111,5.0,34
Croatia,female,27,1,0,0,5,3,2.0,6,3,1.3333333333333333,5.666666666666667,26
Croatia,female,25,1,0,0,3,2,2.0,1,4,1.2222222222222223,5.666666666666667,24
Croatia,female,30,2,0,0,5,2,2.0,5,3,1.0,7.0,28
Croatia,male,49,21,2,0,5,2,2.0,3,7,1.8888888888888888,6.0,28
Croatia,male,29,2,2,2,5,2,2.0,6,2,1.3333333333333333,7.0,27
Croatia,female,42,10,2,2,5,2,2.0,4,6,1.3333333333333333,6.333333333333333,32
Croatia,female,35,8,2,2,5,1,2.0,1,5,1.8888888888888888,5.0,27
Croatia,male,27,3,0,0,5,3,2.0,2,5,1.8888888888888888,4.666666666666667,24
Croatia,female,47,19,3,3,4,3,2.0,6,5,1.7777777777777777,6.0,28
Croatia,female,56,32,2,0,3,2,2.0,4,6,2.2222222222222223,6.0,24
Croatia,male,47,19,3,3,3,3,2.0,3,7,1.3333333333333333,7.0,28
Croatia,male,29,2,0,0,3,3,2.0,4,4,1.1111111111111112,6.0,27
Croatia,male,33,3,1,1,3,1,2.0,2,5,1.1111111111111112,7.0,30
Croatia,male,30,4,2,2,3,3,2.0,4,5,1.1111111111111112,7.0,26
Croatia,female,47,23,2,2,3,2,2.0,3,6,1.0,7.0,24
Croatia,female,46,19,3,3,5,3,2.0,3,7,1.7777777777777777,5.0,27
Croatia,female,54,27,2,2,5,3,2.0,4,3,1.5555555555555556,6.0,27
Croatia,female,23,1,0,1,3,2,2.0,3,3,1.4444444444444444,6.666666666666667,22
Croatia,female,64,43,2,0,3,4,2.0,4,6,1.4444444444444444,4.0,21
Croatia,male,44,6,1,1,4,3,2.0,3,5,1.6666666666666667,5.666666666666667,38
Croatia,female,49,28,3,2,3,3,2.0,4,6,1.2222222222222223,6.666666666666667,21
Croatia,male,26,1,0,0,5,3,2.0,3,6,1.2222222222222223,7.0,25
Croatia,female,56,25,1,1,2,3,2.0,3,7,3.0,3.0,31
Croatia,male,29,3,0,0,4,2,2.0,2,5,1.7777777777777777,5.0,26
Croatia,female,55,31,1,0,5,2,2.0,4,3,1.3333333333333333,7.0,24
Croatia,male,34,6,2,2,5,2,2.0,4,7,1.4444444444444444,5.666666666666667,28
Croatia,male,30,6,2,2,3,3,2.0,7,2,1.2222222222222223,6.333333333333333,24
Croatia,male,30,2,0,0,5,2,2.0,5,3,1.1111111111111112,7.0,28
Croatia,female,49,24,4,3,5,3,2.0,4,3,2.4444444444444446,4.333333333333333,25
Croatia,male,52,28,2,2,5,2,2.0,4,3,1.2222222222222223,7.0,24
Croatia,female,52,31,2,0,3,3,2.0,4,4,1.0,7.0,21
Croatia,male,60,32,2,0,5,3,2.0,5,4,2.4444444444444446,5.0,28
Croatia,male,48,17,3,3,5,2,2.0,5,3,2.6666666666666665,4.0,31
Croatia,female,27,1,0,0,5,3,2.0,5,4,1.1111111111111112,7.0,26
Croatia,male,53,17,1,1,5,3,2.0,4,5,1.1111111111111112,6.0,36
Croatia,male,30,3,1,1,3,3,2.0,6,6,1.0,7.0,27
Croatia,male,83,56,2,0,5,2,2.0,4,2,1.5555555555555556,6.333333333333333,27
Croatia,male,32,1,1,1,5,3,2.0,5,3,1.3333333333333333,6.0,31
Croatia,female,28,3,0,0,5,2,2.0,4,3,1.6666666666666667,5.666666666666667,25
Croatia,female,48,27,2,2,3,1,2.0,3,5,3.0,3.6666666666666665,21
Croatia,female,46,21,5,5,3,3,2.0,6,6,1.1111111111111112,6.666666666666667,25
Croatia,male,45,16,2,2,5,1,2.0,4,1,1.4444444444444444,6.666666666666667,29
Croatia,female,77,56,2,0,5,2,2.0,3,2,1.4444444444444444,6.333333333333333,21
Croatia,male,40,16,1,1,3,3,2.0,3,3,1.6666666666666667,5.333333333333333,24
Croatia,male,40,10,2,2,5,1,2.0,4,7,1.4444444444444444,5.333333333333333,30
Croatia,female,53,32,2,2,3,3,2.0,4,7,1.4444444444444444,5.333333333333333,21
Croatia,male,43,14,2,2,3,3,2.0,2,6,1.0,7.0,29
Croatia,male,33,6,1,1,3,3,2.0,5,7,1.4444444444444444,5.333333333333333,27
Croatia,female,22,1,0,0,3,3,2.0,7,2,1.0,7.0,21
Croatia,female,25,2,0,0,5,2,2.0,3,7,1.0,7.0,23
Croatia,female,28,2,0,0,5,3,2.0,6,6,1.0,7.0,26
Croatia,female,36,8,2,2,5,3,2.0,4,4,1.0,7.0,28
Croatia,male,32,3,1,1,4,3,2.0,5,4,1.1111111111111112,6.0,29
Croatia,female,26,2,2,2,4,3,2.0,6,3,1.5555555555555556,6.0,24
Croatia,male,34,2,0,0,5,2,2.0,4,4,1.3333333333333333,6.333333333333333,32
Croatia,female,50,29,1,1,5,2,2.0,2,2,3.2222222222222223,2.6666666666666665,21
Croatia,male,51,21,2,2,3,2,2.0,4,5,1.2222222222222223,6.333333333333333,30
Croatia,male,35,5,1,1,5,2,2.0,4,6,2.888888888888889,2.0,30
Croatia,female,40,15,2,2,3,3,2.0,4,2,1.3333333333333333,5.0,25
Croatia,male,60,33,1,0,4,3,2.0,4,3,1.3333333333333333,6.333333333333333,27
Croatia,female,46,19,2,2,3,4,2.0,4,7,2.888888888888889,4.0,27
Croatia,male,67,25,1,1,5,3,2.0,3,5,1.4444444444444444,6.0,42
Croatia,female,43,1,1,3,5,3,2.0,5,6,1.1111111111111112,6.0,42
Croatia,female,37,9,6,0,3,2,2.0,5,7,1.6666666666666667,6.0,28
Croatia,female,43,20,3,3,3,1,2.0,6,3,3.0,1.0,23
Croatia,female,42,21,4,4,4,3,2.0,5,4,1.8888888888888888,5.0,21
Croatia,female,45,22,1,1,5,3,2.0,5,7,2.2222222222222223,3.6666666666666665,23
Croatia,male,46,24,5,5,5,3,2.0,5,2,1.1111111111111112,6.0,22
Croatia,female,32,2,0,0,5,2,2.0,4,6,1.3333333333333333,6.0,30
Croatia,female,41,14,2,2,4,3,2.0,2,2,1.1111111111111112,6.0,27
Croatia,female,52,31,2,0,3,3,2.0,4,2,1.2222222222222223,4.666666666666667,21
Croatia,female,43,22,1,1,3,5,2.0,7,7,4.333333333333333,1.0,21
Croatia,female,42,21,2,0,3,3,2.0,5,7,1.1111111111111112,7.0,21
Croatia,male,48,28,2,1,3,3,2.0,4,4,1.5555555555555556,5.333333333333333,20
Croatia,female,32,5,1,3,5,2,2.0,1,6,1.4444444444444444,6.666666666666667,27
Croatia,male,23,1,0,0,3,3,2.0,5,3,1.0,6.333333333333333,22
Croatia,female,30,1,0,0,5,2,2.0,3,6,1.3333333333333333,7.0,29
Croatia,female,53,21,2,2,3,2,2.0,4,3,1.1111111111111112,7.0,32
Croatia,male,28,1,0,0,5,2,2.0,2,4,1.0,7.0,27
Croatia,male,33,2,0,0,5,1,2.0,2,4,1.4444444444444444,5.333333333333333,31
Croatia,female,45,18,2,2,3,3,2.0,2,3,1.2222222222222223,6.666666666666667,27
Croatia,male,48,25,2,2,3,3,2.0,3,6,1.8888888888888888,6.666666666666667,23
Croatia,female,30,2,1,1,5,3,2.0,5,5,1.2222222222222223,7.0,28
Croatia,female,31,4,1,1,5,3,2.0,4,6,1.2222222222222223,7.0,27
Croatia,male,38,6,0,0,3,3,2.0,7,7,1.2222222222222223,7.0,32
Croatia,female,50,23,1,1,5,3,2.0,3,7,1.7777777777777777,4.0,27
Croatia,male,49,19,2,2,3,3,2.0,4,6,1.3333333333333333,7.0,30
Croatia,female,80,50,1,0,3,3,2.0,4,3,2.3333333333333335,2.0,30
Croatia,female,29,1,0,0,3,3,11.0,1,7,1.1111111111111112,6.666666666666667,28
Croatia,female,49,16,2,2,3,3,11.0,4,4,2.888888888888889,2.6666666666666665,33
Croatia,female,45,20,2,2,3,3,11.0,4,5,1.0,7.0,25
Croatia,female,43,22,2,2,3,3,11.0,3,6,1.2222222222222223,6.0,21
Croatia,female,35,5,1,1,5,3,11.0,3,4,1.0,7.0,30
Croatia,female,46,3,0,0,3,3,11.0,4,6,1.1111111111111112,7.0,43
Croatia,male,52,30,2,0,4,3,11.0,4,3,1.0,6.0,22
Croatia,male,32,6,3,3,2,5,4.0,3,7,2.3333333333333335,5.0,26
Croatia,male,27,2,0,0,5,3,4.0,7,2,1.2222222222222223,6.333333333333333,25
Croatia,female,31,3,2,2,4,4,4.0,3,6,1.1111111111111112,6.333333333333333,28
Croatia,male,27,2,0,0,4,2,4.0,4,5,1.7777777777777777,6.0,25
Croatia,male,28,2,0,0,5,2,4.0,3,2,1.3333333333333333,6.666666666666667,26
Croatia,male,38,1,0,0,3,2,6.0,1,3,1.1111111111111112,7.0,37
Croatia,female,25,5,1,1,5,2,6.0,4,2,1.1111111111111112,6.666666666666667,20
Croatia,male,37,6,2,2,3,2,6.0,1,7,1.4444444444444444,6.333333333333333,31
Croatia,male,68,30,2,1,4,3,6.0,1,5,1.8888888888888888,4.0,38
Croatia,female,55,31,2,2,3,1,6.0,1,2,1.1111111111111112,7.0,24
Croatia,male,54,12,1,2,5,2,6.0,1,1,1.0,7.0,42
Croatia,male,78,51,1,0,3,2,6.0,2,2,2.4444444444444446,3.0,27
Croatia,female,50,18,1,1,5,2,6.0,2,3,2.111111111111111,5.0,32
Croatia,male,53,25,1,1,5,2,6.0,1,3,1.7777777777777777,6.0,28
Croatia,female,75,51,1,0,3,3,6.0,1,2,1.6666666666666667,4.0,24
Croatia,male,48,23,2,2,5,2,6.0,1,3,1.0,7.0,25
Croatia,female,21,1,1,1,3,3,6.0,1,4,1.1111111111111112,6.333333333333333,20
Croatia,female,33,4,2,2,5,3,6.0,1,7,1.0,7.0,29
Croatia,female,45,22,2,2,3,4,6.0,3,4,2.4444444444444446,4.0,23
Croatia,male,49,22,4,4,5,2,6.0,1,6,1.2222222222222223,7.0,27
Croatia,male,31,2,0,0,5,2,6.0,2,2,1.1111111111111112,7.0,29
Croatia,female,52,29,2,2,5,2,6.0,2,6,2.111111111111111,6.0,23
Croatia,female,58,32,2,0,3,4,6.0,1,7,1.3333333333333333,7.0,26
Croatia,male,34,6,2,2,5,3,6.0,3,4,2.0,6.0,28
Croatia,female,55,23,1,1,5,2,6.0,1,6,2.5555555555555554,3.6666666666666665,32
Croatia,female,29,5,2,2,5,3,6.0,2,6,1.5555555555555556,5.333333333333333,24
Croatia,male,32,4,1,2,5,1,6.0,2,1,1.6666666666666667,6.0,28
Croatia,male,57,31,2,1,5,1,6.0,1,6,1.3333333333333333,6.0,26
Croatia,male,47,23,2,2,3,3,6.0,1,4,1.0,7.0,24
Croatia,male,55,29,2,2,3,3,6.0,1,6,1.1111111111111112,6.666666666666667,26
Croatia,male,69,20,2,1,5,2,6.0,1,7,1.0,7.0,49
Croatia,female,44,22,2,2,5,1,6.0,1,3,1.5555555555555556,6.666666666666667,22
Croatia,male,31,6,0,0,5,3,6.0,1,4,1.2222222222222223,7.0,25
Croatia,male,79,51,1,0,5,2,6.0,1,2,2.2222222222222223,6.0,28
Croatia,male,55,31,1,0,5,2,6.0,2,3,1.2222222222222223,6.333333333333333,24
Croatia,male,49,14,3,2,3,3,6.0,1,2,1.7777777777777777,5.666666666666667,35
Croatia,female,43,5,1,1,5,2,6.0,3,4,1.2222222222222223,7.0,38
Croatia,male,50,23,1,1,3,4,6.0,1,7,1.3333333333333333,6.666666666666667,27
Croatia,female,39,10,2,2,5,2,6.0,4,3,1.0,5.333333333333333,29
Croatia,male,36,6,0,0,5,3,6.0,1,5,1.7777777777777777,6.0,30
Croatia,female,41,11,1,1,3,4,6.0,7,7,2.0,5.0,30
Croatia,male,39,4,2,0,5,3,6.0,2,3,1.3333333333333333,6.0,35
Croatia,female,47,21,3,3,5,2,6.0,4,3,2.6666666666666665,3.6666666666666665,26
Croatia,male,34,6,2,2,5,1,6.0,1,3,1.1111111111111112,6.666666666666667,28
Croatia,male,54,24,2,2,3,3,6.0,1,7,1.7777777777777777,3.0,30
Croatia,female,38,5,2,2,5,2,6.0,5,7,1.7777777777777777,6.0,33
Croatia,female,41,11,2,2,5,3,6.0,2,3,1.6666666666666667,6.0,30
Croatia,male,41,11,2,2,3,3,6.0,5,4,1.6666666666666667,5.0,30
Croatia,male,45,9,0,0,5,2,6.0,1,2,1.6666666666666667,3.6666666666666665,36
Croatia,male,56,38,6,3,3,2,6.0,1,1,2.111111111111111,6.333333333333333,18
Croatia,female,53,28,2,2,5,2,6.0,1,2,2.2222222222222223,5.0,25
Croatia,male,26,1,0,0,5,2,6.0,1,4,1.0,6.333333333333333,25
Croatia,male,31,5,1,1,4,2,6.0,2,6,1.1111111111111112,6.0,26
Croatia,male,50,3,0,0,5,2,6.0,2,6,1.5555555555555556,5.0,47
Croatia,male,65,42,2,0,5,2,6.0,2,6,1.5555555555555556,6.0,23
Croatia,female,49,26,2,2,5,3,6.0,3,5,1.0,7.0,23
Croatia,male,54,27,2,2,5,2,6.0,1,4,1.4444444444444444,6.0,27
Croatia,female,74,50,2,0,3,2,6.0,1,7,3.7777777777777777,2.3333333333333335,24
Croatia,male,52,22,2,2,3,3,6.0,1,6,1.1111111111111112,7.0,30
Croatia,male,26,5,1,1,5,2,6.0,6,6,1.0,7.0,21
